"Dim.1","Dim.2","Dim.3","Dim.4","field_cd","career_c","match","race","gender"
0.118726536763787,-2.43716908985274,-0.430303688831956,1.70882019108518,"1","2","0","4","0"
0.245916487822934,-2.71205060023619,-0.0787041627826452,1.60998042137777,"1","2","0","4","0"
2.70235176926317,-4.56228723461241,1.89465094136479,1.69031920728136,"1","2","1","4","0"
0.56823449951981,-2.97725797233765,0.236785048664177,1.70014797969577,"1","2","1","4","0"
-0.23865027763703,-2.70650610682309,0.727464256737452,1.88758528256651,"1","2","1","4","0"
-0.769256826187212,-2.31141946234491,0.521066822312848,1.91679936134932,"1","2","0","4","0"
-2.96340229639388,-0.614275082876123,-1.50714765374374,1.78302005134136,"1","2","0","4","0"
-1.18378216330971,-1.61952326378202,-0.470219287880779,1.85331105921103,"1","2","0","4","0"
0.905788364175304,-2.62459070430937,-0.765866903411657,1.63015619557788,"1","2","1","4","0"
-1.04068020984172,-1.42526924469278,-1.30940826766319,1.95620377166086,"1","2","0","4","0"
-0.381544139922554,0.255957345704888,1.43758530486023,-0.84511184849141,"1","2","0","2","0"
0.202007279934158,-0.0122267263363627,0.839448109327043,-1.10150590677369,"1","2","0","2","0"
2.79914411507206,-2.20787918610353,3.63423622699268,-0.991522532171035,"1","2","0","2","0"
2.40342917407249,-1.45569336987454,2.04084190336865,-1.03398723177858,"1","2","1","2","0"
2.95362104293751,-1.50956447419911,1.6933737363132,-1.09498218153553,"1","2","0","2","0"
-0.16965500406655,0.244031880152439,0.837111287468564,-1.02006762882406,"1","2","0","2","0"
-1.6057236749312,2.25921923685755,-2.27196055804045,-0.917275475159265,"1","2","0","2","0"
0.336218894977431,0.155502527847437,0.909121837123901,-0.928040260521612,"1","2","0","2","0"
1.26981096426116,-0.803138661654436,1.80393884347525,-1.06663873481587,"1","2","1","2","0"
1.32525237965807,0.0172440329759606,-0.275300944807385,-1.05394894432009,"1","2","0","2","0"
1.16907247078261,-0.498315802218867,-2.18327344236704,1.00089444965562,"2","2","0","2","0"
1.51487690770732,-0.94451775522463,-1.77342905325082,0.875015248085038,"2","2","0","2","0"
4.17497846116013,-3.22085194403398,1.13051485077089,0.888029026298322,"2","2","0","2","0"
2.27776274170665,-1.64606612463583,-0.794737769682871,0.884597348601546,"2","2","0","2","0"
2.40084816557438,-0.786305914891861,-3.09352291216975,0.68786881606293,"2","2","0","2","0"
1.53494980498227,-0.490456484340002,-2.59001433020992,0.962172673701468,"2","2","0","2","0"
-0.859188677628172,1.18969976373098,-4.01065133972925,1.06900475978809,"2","2","0","2","0"
-0.128723074737025,0.625364391880724,-3.5087003397478,1.01969015682448,"2","2","0","2","0"
2.40727349218014,-1.09447763287523,-2.19078288430467,0.832489452610006,"2","2","0","2","0"
0.734881440663676,-0.439120280403707,-2.07790191746224,0.947720597993265,"2","2","0","2","0"
0.18710733320764,0.156426329903785,0.225088528214447,-1.37358519575503,"1","1","0","2","0"
0.525460005203654,0.0207143171072476,-0.753354126017315,-1.67962117332407,"1","1","0","2","0"
1.85064902455497,-2.27389554915258,4.12687481907326,-1.45304333204335,"1","1","0","2","0"
3.30308357955885,-1.34047700229896,-0.20710991449601,-1.48827603859111,"1","1","1","2","0"
2.46675710428095,-1.21230103471948,0.742938399073885,-1.54006725449286,"1","1","0","2","0"
-0.481751036507622,0.176907205484356,0.788723948728544,-1.36066954225404,"1","1","0","2","0"
-0.307768970576407,1.15933694409036,-1.65878807691636,-1.55081925987445,"1","1","0","2","0"
0.618194496598765,0.00907734774362174,0.090329762494787,-1.50424220329934,"1","1","0","2","0"
3.12034070981264,-1.12453032927908,-0.373066461103292,-1.72318577847582,"1","1","1","2","0"
3.14974664101737,-0.812384030492515,-1.32181003157748,-1.77579649775032,"1","1","0","2","0"
-0.93546799365773,-1.21602749757397,1.18467492922408,2.22774722112158,"1","1","0","2","0"
-0.420763959973266,-1.41386826662527,0.690823786396138,2.1765404124319,"1","1","0","2","0"
2.67682569602265,-3.51451717153852,2.88113852008506,2.17843188700973,"1","1","0","2","0"
0.326029698081532,-1.74035540668731,0.557096177285748,2.11984934935654,"1","1","1","2","0"
-0.28165381431932,-1.5343134468545,0.893519533148127,2.07329431689224,"1","1","0","2","0"
-0.690577711003677,-0.975304553952814,0.31981259343476,2.14811307202185,"1","1","0","2","0"
-3.55091257560207,1.40885089665464,-2.2918195626209,2.28434925999092,"1","1","0","2","0"
-1.90117382940321,0.0739684948627749,-0.700452167024389,2.30951424389926,"1","1","0","2","0"
1.26467011729469,-2.04635777700124,0.436925369813558,1.82572171887409,"1","1","1","2","0"
1.03696618718051,-1.56323353912561,-1.01466447191421,1.71826749623754,"1","1","0","2","0"
0.524160739362012,-2.90644625125473,0.414244693915342,0.100441235488464,"1","1","0","4","0"
0.713754510353085,-2.59556494389269,-0.768269756663023,-0.0137002466860604,"1","1","0","4","0"
1.30490145716924,-4.64214998058317,3.70328423514095,0.177078226646901,"1","1","0","4","0"
0.0402885737499111,-2.9701312583278,0.330331216763676,0.0150441219026829,"1","1","1","4","0"
-0.622583658361564,-3.04247730159538,1.96747078409861,0.342087362904383,"1","1","0","4","0"
-3.50262528793764,-2.15162313478058,3.14532020088911,0.584039181637398,"1","1","0","4","0"
-1.24149265961979,-1.16479495636876,-2.30583060065193,-0.00978196808406856,"1","1","0","4","0"
-0.656299369532729,-2.34949892672327,0.662578318859072,0.194954102051126,"1","1","0","4","0"
-0.0565245555462711,-2.03315900368151,-1.29824896366166,0.00532751516430711,"1","1","1","4","0"
3.00204395824863,-3.46021827916274,-1.45321537390751,-0.316543176838445,"1","1","0","4","0"
2.14275247278142,3.23558637005704,2.25818071480755,0.580215218117185,"1","1","0","4","0"
2.54008296972792,2.91444438526144,2.31927431239502,0.494760297634306,"1","1","0","4","0"
5.17795976677241,1.04211745022473,4.33417276386557,0.687284952134277,"1","1","0","4","0"
4.2812991146436,2.16197072769471,2.00432733923605,0.460451549465754,"1","1","1","4","0"
1.87777952853063,3.09219303296667,3.07472623917678,0.709265677933932,"1","1","0","4","0"
1.33961735850267,3.29725881795748,3.0326995397561,0.777441012333906,"1","1","0","4","0"
1.34916580278043,4.72599149895005,-0.539023040510558,0.608193377662752,"1","1","0","4","0"
2.057577462905,3.5989160238135,1.75675627926512,0.770783943046609,"1","1","0","4","0"
3.99274006851454,2.0838433804316,2.958739802901,0.488249510639807,"1","1","1","4","0"
2.52476712804814,3.23710129366375,1.37092284123794,0.517421043262544,"1","1","0","4","0"
-0.141796675809458,2.21316857538216,1.5625145893663,-0.626008177405082,"13","6","0","2","0"
2.56121760028799,0.916991732354637,0.966679847815919,-0.979729932665402,"13","6","1","2","0"
3.45666237929101,-0.494842863710275,3.9080755095192,-0.882894087904017,"13","6","1","2","0"
1.2333209692528,0.934662295177122,2.57956140722328,-0.740344793412203,"13","6","1","2","0"
2.11188559165455,0.684405175321692,2.52813666715723,-0.832892771812559,"13","6","1","2","0"
1.12363188386685,1.50708707560757,1.51041675470038,-0.802079244533867,"13","6","1","2","0"
-0.423113756720682,2.95712503442936,-0.18830894557628,-0.804384874996772,"13","6","0","2","0"
0.289898855849561,1.33895133037137,3.04772231829527,-0.708001594065928,"13","6","1","2","0"
3.21992129394634,0.644789109409779,1.20689149790705,-0.899987667352907,"13","6","1","2","0"
3.39731225328447,0.367490579125145,1.68472947441282,-1.05799673570559,"13","6","1","2","0"
1.79678382776943,1.3963783316964,-0.327827895507464,-0.42266276972168,"13","9","0","6","0"
4.36243968159319,0.591311754561097,-1.65507769357169,-0.7824119372778,"13","9","1","6","0"
4.36843980125508,-0.96171039313123,2.62694392513159,-0.433291429549971,"13","9","1","6","0"
2.62658101645875,0.780624977583859,-0.111648379893387,-0.461616039774816,"13","9","1","6","0"
1.95980599681032,0.633847346292338,1.46951128521724,-0.247063690838315,"13","9","1","6","0"
1.35113568216443,1.53449893998028,-0.274221753687278,-0.327243693501168,"13","9","1","6","0"
1.28844990641158,1.37209268315613,0.596783587662591,-0.275740343371569,"13","9","1","6","0"
1.3601573603308,1.51875421002759,0.100388746778857,-0.296716934771748,"13","9","0","6","0"
-0.25128656455274,1.85007375624926,0.78482574957567,-0.105871142713592,"13","9","1","6","0"
0.814673268898638,1.99140558771223,-0.859563511065573,-0.268408183247,"13","9","0","6","0"
0.631496884658509,-0.585903867308648,-0.550197487701939,1.32911794713575,"13","9","0","2","0"
-9.98118802654124,3.96156810264974,0.578667283503295,2.63921349016449,"13","9","0","2","0"
4.48202798375727,-3.17520443794215,1.28404855540511,1.20719628987572,"13","9","1","2","0"
3.75407428498474,-1.64395325395846,-2.16506292537279,0.894189776352754,"13","9","0","2","0"
0.225622371845175,-1.12528768393363,0.967008495340288,1.33862777595105,"13","9","0","2","0"
-0.564107173200254,-0.637891251124578,0.720894240994885,1.47058444475373,"13","9","0","2","0"
-1.00414606446582,0.903158436408208,-2.21810151335747,1.36810995492957,"13","9","0","2","0"
-1.51693771766755,-0.153597540021851,0.903165049897358,1.7470321812291,"13","9","0","2","0"
2.94805615791465,-1.02965169259163,-2.23888655390936,1.15585773429288,"13","9","1","2","0"
2.29112699892888,-0.578202730015411,-2.77349501514305,1.33607883101602,"13","9","0","2","0"
0.255576832393386,-1.38471976872346,-1.18497659777828,-0.104464358941932,"8","2","0","2","1"
-1.09606401585746,-0.72941095483701,-1.73703280974974,-0.235352602404938,"8","2","0","2","1"
0.329102578076117,-2.37318330647911,0.959948332233265,-0.220951171490978,"8","2","0","2","1"
